a	把
fmkn	兩門
fmkp	相遇
fmkp	𢻵
fmkp	𣝋
fmkv	相關
fmkx	相见
fmkx	想见
fmld	極少數
fmli	檌
fmll	貢品
fmlv	相吸
fmlv	档口
fmlv	枮
fmlv	𬃽
fmm	櫻
fmmb	楨
fmmb	欔
fmmb	𣛠
fmmb	𣟠
fmmb	𣡠
fmmb	𭫖
fmmc	櫻
fmmd	𠚷
fmmd	𠞖
fmmd	𣖡
fmme	相處
fmmf	貢獻
fmmf	𣙏
fmmf	𣝇
fmmi	樝
fmms	相瞞
fmms	相瞒
fmmt	𭫕
fmmu	𥈸
fmmv	兩眼
fmmw	一目瞭然
fmmw	欋
fmmx	相見
fmmx	想見
fmmx	相助
fmmx	相当
fmmx	𧠎
fmmx	𧡮
fmn	㭗
fmna	𪳣
fmnc	相冊
fmnd	相鬥
fmne	𰗲
fmng	兩國
fmng	相距
fmng	相國
fmng	相国
fmni	𬅹
fmnj	相當
fmnm	兩點
fmnm	兩步
fmnn	兩黨
fmno	𥁁
fmnp	想過
fmnt	𣝛
fmnu	相對
fmnu	盙
fmnu	𣚛
fmo	朴
fmoa	相守
fmoc	相安
fmoc	档案
fmod	兩家
fmof	想定
fmof	鿝
fmog	楞
fmog	森羅永珍
fmok	相让
fmol	相识
fmom	相宜
fmoq	相许
fmor	𧘴
fmos	朴实
fmot	相交
fmot	相认
fmou	兩旁
fmou	相商
fmou	想说
fmp	榩
fmpc	极少数
fmpj	一瞬间
fmpj	相间
fmpo	迊
fmpo	䢌
fmpo	𨖒
fmpr	相鄰
fmpt	相容
fmpw	榩
fmpx	相離
fmpx	相离
fmpy	相恋
fmq	杪
fmqa	㯉
fmqb	相系
fmqc	𣒹
fmqe	相符
fmqe	兩節
fmqe	𢼋
fmqf	䪣
fmqg	兩重
fmqh	相等
fmqi	相簿
fmqk	𬢉
fmql	相知
fmql	𬃺
fmqm	㮐
fmqm	𧠥
fmqo	𣘽
fmqp	杪
fmqp	𨒘
fmqp	𪩲
fmqq	一帆风顺
fmqr	兩小無猜
fmqt	𪲦
fmqu	爾虞我詐
fmqu	𭬍
fmqv	𫠦
fmqx	兩筆
fmqx	兩節
fmqx	㭞
fmr	椤
fmrb	𩀝
fmre	相稱
fmri	𣒨
fmrk	椤
fmrm	𣬪
fmrm	𧶪
fmrn	相向
fmro	鳾
fmro	𪂼
fmro	𪃥
fmro	𪄌
fmrp	𱤝
fmrq	一帆風順
fmrq	兩種
fmrr	兩
fmrr	相比
fmrr	兩
fmrs	相與
fmrt	林則徐
fmru	相乘
fmrw	𩳮
fmrx	㔝
fmry	相称
fmsb	相互
fmsd	相斗
fmse	櫻花
fmse	兩次
fmse	档次
fmsf	兩難
fmsf	相左
fmsf	相与
fmsg	梢头
fmsl	相勸
fmsl	櫻唇
fmso	𢂤
fmsq	𤜲
fmss	相若
fmst	𫜘
fmsu	𣙠
fmsv	相顾
fmsw	櫻脣
fmsy	森羅萬象
fmt	椇
fmtb	兩分
fmtb	椇
fmte	兩人
fmtf	相會
fmtf	兩會
fmtg	兩全
fmtm	相看
fmtn	兩用
fmto	想念
fmto	相邻
fmtp	兩邊
fmtp	相片
fmtr	𪅷
fmts	相会
fmtu	兩手
fmtv	相公
fmu	相
fmua	兩半
fmub	相認
fmub	相戀
fmue	相應
fmuf	相差
fmuf	兩廂
fmug	相关
fmui	相識
fmui	相应
fmuk	相视
fmum	相視
fmuo	相讓
fmuq	相許
fmuq	相託
fmuq	兩訖
fmur	相背
fmut	兩道
fmut	想說
fmuu	想説
fmuv	𤆱
fmuw	想望
fmv	巿
fmv	𣏑
fmvc	𨜃
fmvi	巿
fmvi	帀
fmvj	𰏛
fmvl	兩彈
fmvn	𣙧
fmvp	相继
fmvr	𣞻
fmvw	相约
fmvw	一目了然
fmw	梢
fmwb	兩隻
fmwb	𢂛
fmwb	𩰦
fmwg	相生
fmwg	貢生
fmwj	𰼽
fmwk	㯮
fmwl	相告
fmws	想当然
fmwt	兩腳
fmwv	梢
fmwv	兩腿
fmww	相册
fmwx	兩肋
fmwy	一見鍾情
fmx	档
fmx	梘
fmxa	𣝣
fmxc	𣔃
fmxc	𣡨
fmxe	覼
fmxf	𣚛
fmxf	想盡
fmxi	𫴺
fmxj	兩翼
fmxl	相加
fmxl	𬂶
fmxm	相马
fmxn	𣕹
fmxo	𢀢
fmxt	檙
fmxt	𪔇
fmxu	𱻡
fmxv	档
fmxx	想出
fmy	想
fmya	䴓
fmyb	𢄉
fmyd	相悖
fmye	相貌
fmye	相合
fmyj	相見恨晚
fmyl	想象
fmyn	想
fmyn	慐
fmyn	𢙂
fmyn	𢜊
fmyq	想必
fmyw	兩性
fn	正
fna	楇
fnab	正切
fnad	无路可走
fnai	正職
fnal	兩回事
fnal	政事
fnal	正事
fnal	两回事
fnal	正职
fnan	𰙛
fnaq	𣑝
fnar	形跡可疑
fnax	樸拙
fnay	救困扶危
fnba	正对
fnbb	政紀
fnbd	正剧
fnbe	政改
fnbf	正經
fnbf	一步登天
fnbh	政績
fnbh	㭴
fnbk	政綱
fnbo	正統
fnbs	正殿
fnbu	𣐏
fnbu	𱫆
fnbv	政局
fnc	柵
fnc	𣑭
fncd	一點也不
fnce	政務
fncf	𣒪
fncf	𨚣
fncl	正如
fncv	正好
fncv	𡛵
fnd	棝
fnda	一蹶不振
fnda	无坚不摧
fndc	正要
fndc	政要
fndd	東跑西顛
fnde	頑固不化
fnde	顽固不化
fndg	棝
fndk	正南
fndk	正電
fndk	𲊺
fndm	正直
fndm	檅
fndm	頙
fnds	㮯
fndw	檔期
fndx	政協
fndx	政协
fndy	正確
fndy	正确
fne	政
fneb	正反
fned	正值
fnef	政体
fneg	正傳
fneg	𭭣
fneh	政
fneh	𣚿
fneh	𭐠
fnei	檔位
fnei	𥪛
fnel	㯝
fnen	𬆈
fnep	𢾘
fner	工業化
fner	正常化
fner	工业化
fnes	正传
fnex	政务
fney	正像
fnf	梱
fnfb	三點一線
fnfb	政权
fnfe	柵格
fnff	正本
fnfi	一對一
fnfi	𣑭
fnfk	柵欄
fnfl	正副
fnfl	开国元勋
fnfl	𡂦
fnfm	正想
fnfm	𩒞
fnfn	𰙤
fnfn	𱥂
fnfq	一顰一笑
fnfq	一颦一笑
fnfr	正楷
fnfs	政權
fnfs	正巧
fnfs	橢圓形
fnfs	椭圆形
fnft	一览无余
fnfv	梱
fnfv	正極
fnfv	柵極
fnfv	正极
fnfv	橖
fnfv	𣙳
fnfw	一國兩制
fnfw	一国两制
fnfw	𨪱
fnga	檲
fngd	正大
fngd	栶
fngf	正式
fngf	槶
fngf	𰀖
fngi	正面
fngk	正理
fngk	正规
fngl	政區
fngm	正規
fngo	椢
fngw	政区
fngy	正軌
fngy	𬃼
fnh	樘
fnh	𣏡
fnha	𱤡
fnhb	樸素
fnhe	一步到位
fnhh	𣦥
fnhi	𤴓
fnhm	𧶷
fnho	一路平安
fnho	政壇
fnhq	无足轻重
fnhs	政坛
fnhv	樘
fnhv	𣞪
fnhw	靕
fnhy	三國志
fnhy	正轨
fnhy	三国志
fnhy	橕
fni	杫
fnie	正派
fnie	无党派
fnih	正法
fnih	政法
fnii	正
fnii	𣥄
fnii	𥩠
fnij	𰙸
fnim	𬆃
fnin	一團漆黑
fnin	一团漆黑
fnio	正房
fnio	三国演义
fniu	三國演義
fniv	政治
fniv	𪴹
fnj	檔
fnjf	正是
fnjf	正果
fnjf	正題
fnjf	正题
fnjf	𠀥
fnjf	𣅯
fnjf	𤰱
fnjs	武當山
fnjt	檔
fnjt	政界
fnjv	𣐤
fnka	迂迴曲折
fnka	迂回曲折
fnkd	正电
fnke	𭬡
fnkh	𠀯
fnkm	𱩤
fnkn	正門
fnkx	政见
fnld	正數
fnll	正品
fnln	正中
fnlv	檔口
fnlv	𣑩
fnlw	正史
fnlx	𭫎
fnmd	正劇
fnme	𣟷
fnmg	正骨
fnmi	三足鼎立
fnmk	政體
fnml	攻坚战
fnml	正点
fnmm	㰋
fnmm	𣦓
fnmm	𬱐
fnmp	䢥
fnmr	正餐
fnmu	𪲈
fnmv	正眼
fnmv	𣙟
fnmw	𦟆
fnmx	政見
fnmx	正当
fnmx	𢌫
fnmy	𭜳
fnne	欓
fnnj	正當
fnnm	正常
fnnm	正點
fnnn	政黨
fnnn	𬄢
fnnq	政党
fnns	𣦎
fnnu	正業
fnnu	正對
fnnu	一對對
fnnu	正业
fnob	樸實
fnoc	檔案
fnoe	政客
fnoh	正宗
fnok	政审
fnol	正宮
fnol	正误
fnol	正宫
fnol	𱅸
fnom	𬆄
fnoq	政審
fnoq	𬄼
fnot	相當於
fnot	政论
fnou	政敵
fnov	正字
fnow	正义
fnp	檛
fnpb	政变
fnpc	正数
fnpe	一步之遥
fnpm	𣕳
fnpn	正门
fnpo	檛
fnpo	𨒌
fnpo	𨗷
fnps	一團糟
fnps	一团糟
fnpw	正文
fnpw	一步之遙
fnpw	𫿮
fnpw	𭤖
fnq	槛
fnqd	正午
fnqe	𪤶
fnqf	政策
fnqh	𣪅
fnqj	𠙁
fnqk	榄
fnqm	槛
fnqm	𬄦
fnqo	𬻋
fnqp	正氣
fnqq	一路顺风
fnqq	正气
fnqq	𬻀
fnqr	𣗋
fnqr	一路順風
fnqr	柶
fnqs	𪴁
fnrb	橴
fnrc	政委
fnre	政敌
fnre	𪳠
fnrf	𣖧
fnrh	棞
fnri	𠀢
fnri	𣐑
fnrj	焉得
fnrk	𣥛
fnrl	正名
fnrm	𣚁
fnro	鴊
fnro	𩿳
fnrq	一團和氣
fnrq	一团和气
fnrr	正比
fnrs	𣒄
fnrt	𣚀
fnrw	𣜁
fns	焉
fns	㭻
fnsa	正厅
fnsc	鄢
fnsd	一鬨而起
fnse	檔次
fnse	𩰽
fnsi	求贤若渴
fnsk	一鬨而上
fnsn	正在
fnso	一蹴而就
fnso	𭆱
fnss	一鬨而散
fnss	五四运动
fnst	𠔐
fnsu	焉
fnsu	相對而言
fnsy	松紧带
fnta	𡭋
fntb	𣗀
fnte	正版
fnte	㐁
fntf	𢒅
fntg	𬞿
fnth	𭀟
fntm	榲
fntn	政企
fnto	政令
fntr	𬆹
fnts	𨱗
fntt	𠀬
fntu	𣛟
fntu	𰴭
fntw	正牌
fnu	樸
fnua	正廳
fnua	𣝉
fnub	政變
fnub	欉
fnub	𣞞
fnub	𬅆
fnue	政府
fnuf	𣞰
fnug	樸
fnug	𣝢
fnuh	柬
fnuh	正義
fnuh	檏
fnuh	𱣇
fnuh	𱪲
fnuk	正视
fnuk	㪝
fnuk	𣍃
fnuk	𣞧
fnuk	𫌫
fnul	正誤
fnum	正視
fnum	𧡴
fnuq	㼑
fnur	正北
fnur	鶫
fnut	正道
fnut	相對論
fnut	政論
fnut	𢒞
fnut	𣚠
fnut	𨱘
fnuv	𣙢
fnuv	𪲗
fnuw	𬮔
fnvb	正经
fnvb	政纪
fnvf	𢀑
fnvh	政绩
fnvi	𧾸
fnvk	政纲
fnvo	正统
fnvv	𠀞
fnvw	焉能
fnwa	𱣶
fnwi	𨾖
fnwk	政制
fnwp	𨕆
fnwq	𣑟
fnws	想當然
fnwt	开路先锋
fnwt	𣥵
fnwv	正月
fnwv	万紫千红
fnwv	𣔨
fnxb	𣒉
fnxf	𣗫
fnxi	𭭘
fnxn	𢌛
fnyc	正色
fnyk	正负
fnym	正負
fnym	𠝙
fnyn	𢘫
fnyq	五四運動
fnyt	正解
fnyu	正忙
fnyv	𰁔
fo	工
foa	柠
foab	𰘢
foac	𣑋
foai	述職
foal	校歌
foal	述职
foan	柠
foao	无计可施
foao	无话可说
foar	核批
foar	𣘨
foau	无家可归
fob	棺
foba	校对
foba	核对
fobb	棺
fobb	校紀
fobf	三字經
fobf	東方紅
fobf	棕紅
fobf	𭬹
fobh	校尉
fobj	焚膏繼晷
fobj	棕繩
fobm	㯽
fobm	𪴎
fobs	𬃎
fobu	一语双关
fobv	核發
foc	桉
foce	校務
foce	李商隱
foce	无论如何
focf	𣗈
foch	校际
foch	𪲭
foco	檢察院
foco	检察院
focq	𪳃
focv	桉
focw	校際
focy	李商隐
fod	朮
fod	术
fod	㝳
fode	校覈
fode	一语破的
fodi	一字不漏
fodk	核電
fodl	㮫
fodo	功高震主
fodo	一语成谶
fodr	校驗
fodr	核驗
fodr	𣟊
fods	榢
fodv	柱石
fodw	工期
fodx	校勘
fody	櫶
foe	敷
foec	逼良爲娼
foed	核價
foef	工兵
foef	工段
foef	远交近攻
foef	术后
foeh	敷
foej	樎
foel	楁
foeo	棭
foeq	工作
foes	核仁
foet	槟
foet	核价
foew	工件
foex	校务
foey	懯
fof	檳
fof	工
fofa	棺材
fofa	相安无事
fofa	工于
fofa	𰗤
fofe	融为一体
fofe	朴实无华
foff	工本
foff	一字一板
foff	𪛜
foff	⼯
fofg	核武
fofh	无官一身轻
fofh	梡
fofj	核查
fofk	棕櫚
fofl	梳頭
fofl	工頭
fofl	工整
fofl	𬅀
fofm	檳
fofm	融為一體
fofn	校正
fofn	椗
fofo	檳榔
fofo	校核
fofo	槟榔
fofp	棕榈
fofq	核桃
fofs	正方形
fofs	檸檬
fofs	棋高一著
fofs	柠檬
fofs	三室两厅
foft	𣘹
foft	𬄖
fofu	榜樣
fofu	棋高一着
fofu	三室兩廳
fofu	榜样
fofv	檀木
fofv	天衣无缝
fofv	𰗮
fofv	𱣭
fofw	工棚
fofw	一字一句
fog	枋
fogc	校車
foge	工匠
fogi	一方面
fogi	柱面
fogj	𰘺
fogk	梳理
fogk	校规
fogl	校區
fogl	槣
fogl	𣚂
fogm	校規
fogm	𣠦
fogm	𪴔
fogm	𪴥
fogo	𬃏
fogq	校醫
fogq	校医
fogu	工夫
fogu	旉
fogv	柱
fogv	核酸
fogw	校区
fogy	𭝦
foh	棕
foha	校長
foha	檢察長
fohc	工地
fohc	校车
fohf	天诛地灭
fohf	𭫳
fohg	天旋地轉
fohh	天旋地转
fohh	术士
fohj	槠
fohj	校場
fohk	榁
fohm	校刊
fohn	校址
fohs	棕
fohs	天高地厚
fohs	天寒地凍
fohs	天寒地冻
fohu	𤏇
fohv	天主教
fohv	校场
fohv	堏
foi	核
foil	工部
foio	校注
foiq	杭州
foiv	校慶
foiw	校準
foiw	梳洗
foja	工时
fojf	𪲩
fojg	𣘔
fojh	工時
fojo	开宗明义
fojt	𣙣
fojy	𣠣
fok	栐
fokd	核电
foke	工蜂
foke	𰗵
fokh	栐
fokh	天安門廣場
fokh	𣐚
fokj	攻守同盟
fokm	工卡
fokm	敷贴
fokn	天安門
fokn	校門
foko	工蚁
foko	𱣯
fokr	校內
foks	工農
fokt	校内
fokt	校閱
foku	校閲
foku	工蟻
foky	𣛡
fol	槁
fola	楟
folc	槨
fold	檺
fole	一语中的
fole	橔
folf	𣝩
folj	𬃬
folk	检察员
folk	速记员
folk	𬄶
foll	槁
foll	榜單
foll	核戰
folm	椋
folm	檢察員
foln	校中
foln	𣠐
folq	𪳄
folr	榱
folr	欀
folr	𭫊
folv	椁
folv	梈
folw	𭬳
fom	柿
fomi	椬
foml	核战
foml	校点
fomm	敷貼
fomo	𣏣
fomr	櫰
fomr	𣟎
fomt	工具
fomv	柿
fomv	榜眼
fon	檀
fone	万宝路
fonf	檀
fonf	校园
fonh	檩
fonh	校園
fonm	校點
fonn	工黨
fonq	工党
fonr	檁
fonu	工業
fonu	校對
fonu	核對
fonu	工业
fonu	五讲四美
fooa	校订
foob	檢察官
foob	校官
foob	核實
foob	检察官
fooc	逼良為娼
fooc	逼良为娼
food	核计
foof	核定
foof	术语
foog	校方
fooh	述评
fooi	想方设法
fook	核审
foon	東施效顰
fooo	天方夜谭
fooq	核審
fooq	校训
fooq	敷设
foos	核实
foot	工於
foou	工商
foou	天方夜譚
foou	述说
foox	榟
fop	述
fopc	术数
fopg	一定之規
fopg	一定之规
foph	天安门广场
fopk	一夜之間
fopn	天安门
fopn	校门
fopo	述
fopo	权宜之计
fopp	一夜之间
fopr	鶐
fops	工料
fopt	校容
fopu	權宜之計
fopu	一家之言
fopu	核糖
fopu	校阅
fopu	一字之师
fopy	一字之師
foq	杭
foqa	相安無事
foqa	㭦
foqb	天衣無縫
foqc	椸
foqg	天高氣爽
foqg	天高气爽
foqh	𪵐
foqj	杭
foqj	㰂
foql	檹
foql	𣡐
foqm	核算
foqn	㯀
foqo	㮵
foqr	工笔
foqr	𠑺
foqr	𣖺
foqs	樸實無華
foqs	𭫛
foqw	校风
foqx	工筆
for	柁
fora	工行
forf	校風
forf	校徽
fori	柁
fori	敷衍
forj	檀香
forl	工程
forl	校名
forl	无记名
form	校外
form	棕毛
foro	𩿯
forr	橠
forr	𭪮
fors	工科
foru	柿饼
foru	𣞐
forv	椀
fory	𣐿
fos	楦
fosb	工友
fosb	校友
fose	工資
fose	校花
fose	敷藥
fose	核資
fose	工资
fose	核资
fosg	梳头
fosg	工头
fosh	工藝
fosh	功高蓋世
fosh	工厂
fosh	𰘷
fosi	工薪
fosi	无为而治
fosj	楦
fosk	一衣帶水
fosk	一衣带水
fosk	棕黄
fosn	𣟯
foso	𣟂
fosr	𣟋
fosr	𭫲
foss	棕黃
foss	𪳶
fost	开诚布公
fosv	工艺
fosv	敷药
fosv	𱣢
fosw	核准
fosw	校准
fot	校
fotb	工分
fotb	𣏥
fotd	椊
fote	工人
fote	一家人
fotf	工會
fotf	工钱
foth	校舍
foth	校长
foth	检察长
fotk	工贸
fotm	工貿
fotm	核销
fotr	𬄓
fots	工会
fots	棜
fotu	天灾人祸
fotw	校
fotw	亞塞拜然
fotw	𣠥
foty	𬄔
fou	榜
foua	一官半職
foua	校訂
foua	一官半职
foub	𣔱
fouc	工序
fouc	梳妆
foud	樀
foud	核計
foud	一语道破
foug	校庆
fouh	述評
fouh	工装
fouh	功高盖世
fouh	𤇍
foui	想方設法
fouj	核爆
fouj	榜单
foul	𣚌
foul	𭫶
foum	楴
foun	工廠
fouo	榜
foup	㰅
foup	𬩋
fouq	校訓
fouq	敷設
four	杨家将
fous	柱状
fous	櫅
fout	榜首
fout	述說
fouu	述説
fouu	万家灯火
fouw	术前
foux	𣓲
fouy	𣟻
fov	梳
fovb	三字经
fovb	校纪
fovd	𣘚
fove	㯙
fovf	棕红
fovh	𣕛
fovh	𣙆
fovj	焚膏继晷
fovj	槒
fovk	柱子
fovk	柿子
fovk	梳子
fovk	一家子
fovk	𣑑
fovl	核彈
fovl	棕绳
fovl	𬃋
fovm	橀
fovn	桹
fovo	𣐙
fovp	𬨳
fovq	梳
fovq	𣑁
fovr	𭫱
fovu	核弹
fovw	核能
fovw	棕熊
fovw	棛
fovw	㯠
fovw	𭬎
fow	檫
fowa	𭩚
fowg	工錢
fowh	檫
fowi	𣙜
fowm	核銷
fown	𣒲
fowo	㮄
fowo	𪲌
fowq	𬃫
fowt	一试身手
foww	一字千金
foww	一诺千金
fowx	校服
fox	梓
foxa	𠁿
foxc	榔
foxc	梳妝
foxe	核发
foxe	𰺬
foxf	梦寐以求
foxh	工裝
foxl	工力
foxm	𣘕
foxo	𱣄
foxs	柱狀
foxt	校验
foxt	核验
foxw	楊家將
foxw	樃
foxw	𣟐
foxx	𬃌
foy	檸
foya	檸
foyc	棕色
foyd	述怀
foyh	一夜情
foyh	𣜏
foyj	樒
foyk	櫁
foyn	核心
foyn	怷
foyn	怸
foyo	述懷
foyq	三六九等
foyr	工农
foyt	橣
foyu	柿餅
fp	榕
fpa	𣙪
fpab	榨取
fpab	東窗事發
fpad	楼顶
fpae	无精打采
fpai	来接
fpak	楼下
fpak	𣑎
fpap	来过
fpar	形迹可疑
fpas	开门揖盗
fpbf	来劲
fpbs	楼层
fpc	楼
fpce	𰘸
fpcf	𣒒
fpcf	𬩾
fpco	楼院
fpcv	楼
fpdb	一竅不通
fpdb	一窍不通
fpdd	一病不起
fpde	一文不值
fpdi	模糊不清
fpdj	来之不易
fpdm	𩓋
fpdo	万变不离其宗
fpdr	求之不得
fpdr	一文不名
fpdv	天之驕子
fpdv	𣟖
fpee	桃之夭夭
fpef	来后
fpef	楼体
fpeh	𱡘
fper	𰚰
fpet	楼价
fpeu	来信
fpf	椌
fpfa	𩰩
fpfa	𪴦
fpfb	无穷无尽
fpfb	榕树
fpfb	𣁩
fpfe	楼板
fpfh	榕樹
fpfo	椌
fpfp	𣘐
fpfp	𭫝
fpfp	𰙉
fpfq	一问三不知
fpfq	一问一答
fpfs	𬂻
fpfu	楼梯
fpfu	𱤚
fpfv	𣖉
fpfv	𱣡
fpfw	楼榭
fpfw	𫣙
fpfy	𢣡
fpgd	𪲱
fpgd	𰘂
fpgf	頭痛醫頭
fpgi	楼面
fpha	𣙦
fphi	来世
fphj	来者
fphl	天文臺
fphm	来到
fphv	来去
fphw	𣔛
fpi	𱣗
fpid	来潮
fpij	来意
fpik	榨油
fpio	楼房
fpiq	两袖清风
fpir	兩袖清風
fpis	来源
fpiw	𣘾
fpiy	天文学
fpja	来时
fpjg	三门峡
fpjt	𣠂
fpjv	来日
fpjv	𱣤
fpjx	𱰺
fpk	赉
fpkb	赉
fpkd	来电
fpke	一窩蜂
fpke	一窝蜂
fpkj	开门见山
fpko	来由
fpks	楼上
fpks	楼里
fpkt	楼内
fpl	榈
fplc	来吧
fpli	𣡂
fpll	榈
fpll	副產品
fpll	无病呻吟
fpln	𱣺
fplv	㭣
fplv	𣖞
fplw	𣙛
fpm	来
fpm	𭩽
fpmb	𮚅
fpmd	𰄯
fpmi	来
fpmx	𪳩
fpmy	𢝗
fpn	𭩛
fpne	来路
fpnl	来回
fpnq	来临
fpnr	来此
fpnr	𣖲
fpnx	𱤑
fpo	邇
fpo	𫐠
fpoa	𮞁
fpoe	邇
fpoe	来客
fpoe	来宾
fpof	楼宇
fpog	楼主
fpoi	辷
fpok	束之高閣
fpol	来京
fpol	楼亭
fpom	楼市
fpoo	来访
fpop	束之高阁
fpos	来讲
fpou	逋
fpou	来说
fpov	形容词
fpoy	五顏六色
fppe	楼阁
fppo	𣗌
fppu	无米之炊
fppu	开裆裤
fpq	榨
fpqa	来年
fpqi	槉
fpqm	榨
fpqm	楼盘
fpqn	𣚪
fpqw	相容幷包
fpr	橉
fpra	橉
fprj	来得
fpro	来往
fpro	来稿
fprr	𬻮
fprv	来犯
fprw	天文學
fps	慭
fpsa	𣜻
fpsd	𬻢
fpse	榨菜
fpse	一窮二白
fpse	一穷二白
fpsg	来头
fpsh	𫮜
fpsq	𣔻
fpsq	𪺽
fpst	楌
fpst	𩽑
fpsv	无疾而终
fpsx	来历
fpsx	𬺒
fpsy	慭
fptb	𪲎
fpte	来人
fpth	𣙮
fptk	来自
fptl	榕
fptm	来看
fptm	𪴣
fpuh	楼盖
fpuh	𭪀
fpus	楼兰
fput	楼座
fpuv	形容詞
fpuw	楼前
fpux	来归
fpvf	开门红
fpvi	𠀭
fpvi	𣑒
fpvk	来函
fpvk	𱙻
fpvl	天文台
fpvl	楼台
fpvl	来了
fpw	𣐀
fpwg	来生
fpwh	頭疼腦熱
fpwi	𣚳
fpww	𦣓
fpx	樆
fpx	柼
fpxe	𭫉
fpxf	𠢷
fpxh	橫空出世
fpxh	横空出世
fpxi	𪲛
fpxl	𠡠
fpxm	𱌠
fpxn	𠢫
fpxp	𨔤
fpxq	楼群
fpxs	𭆉
fpxs	𰼛
fpxv	天之骄子
fpxv	樆
fpxw	㰚
fpya	𱉵
fpyj	一门心思
fpyj	𣒔
fpyn	𭪓
fpyr	𣛱
fpyr	𰘠
fpyt	正襟危坐
fq	桃
fqaa	一無可取
fqac	𬃢
fqac	𭔫
fqad	机顶
fqag	𪲘
fqai	杔
fqal	𣘠
fqar	聓
fqar	𣓽
fqar	𦕓
fqav	𣑻
fqaw	㼦
fqaw	𤬳
fqb	梅
fqba	𣛏
fqbb	𮫗
fqbe	𣙕
fqbe	𧠀
fqbf	桃紅
fqbg	天鵝絨
fqbl	𣙭
fqbm	梅
fqbm	梅
fqbm	梅
fqbn	天無絶人之路
fqbn	天無絕人之路
fqbr	机尾
fqbu	𭗻
fqbv	一年級
fqbw	一箭双雕
fqc	柂
fqc	杊
fqce	机降
fqcy	柂
fqd	杵
fqdb	𣛐
fqdc	机要
fqdc	𰘎
fqdd	攻無不克
fqdg	机载
fqdh	杵
fqdh	机票
fqdh	𠦕
fqdh	𠦘
fqdh	𣠓
fqdi	无风起浪
fqdi	无风不起浪
fqdm	一系列
fqdm	𩢽
fqdq	一動不動
fqdq	恐龙
fqdq	檱
fqdq	𣗍
fqdt	机耕
fqdv	䂬
fqdy	梅雨
fqdy	𭬁
fqea	𣘧
fqed	一氧化碳
fqed	𣠘
fqef	机体
fqeg	𠁉
fqeg	𬄑
fqei	机位
fqej	𣂘
fqej	𭤡
fqel	𣛗
fqen	机修
fqeo	万籁俱寂
fqep	𣠑
fqer	一般化
fqes	桃仁
fqet	𢒴
fqew	机件
fqex	櫛
fqex	櫛
fqex	机务
fqfa	𣟔
fqfa	𪴅
fqfb	枫树
fqfb	桃树
fqfb	梅树
fqfd	一盤棋
fqfd	一盘棋
fqff	𭬬
fqfg	机械
fqfg	𣘷
fqfh	桃樹
fqfh	梅樹
fqfh	𣒮
fqfi	𠄭
fqfk	𭫗
fqfk	𭬂
fqfm	𣑲
fqfm	𣠤
fqfn	𭪉
fqfp	𣞬
fqfr	𣝲
fqfs	三番五次
fqfs	机型
fqfs	机巧
fqft	机枪
fqfu	𥙳
fqfu	𱬤
fqfv	桃李
fqfv	𣑦
fqfv	𣑫
fqfv	𪳧
fqfv	𰗾
fqfw	机构
fqfw	権
fqfx	一等功
fqg	鞏
fqgb	𬄃
fqgc	機動車
fqgc	䡗
fqgc	𨋑
fqge	鞏
fqgf	㮔
fqgg	𣝕
fqgj	𣠱
fqgk	机理
fqgk	𭬤
fqgl	𣟢
fqgm	𣙖
fqgm	𣛈
fqgm	𣡔
fqgo	𤤶
fqgr	桃酥
fqgu	柣
fqgu	巬
fqgu	㠫
fqgv	𭬣
fqh	櫡
fqh	杸
fqha	格鲁吉亚
fqha	𣛆
fqhb	梅毒
fqhc	机车
fqhc	𬨆
fqhd	天翻地覆
fqhf	𣞫
fqhg	𣔼
fqhh	𣔫
fqhj	櫡
fqho	𣃪
fqhs	𣛖
fqhv	机场
fqhv	𡉹
fqhv	𡊼
fqhv	𣒻
fqhw	万年青
fqhy	机壳
fqia	𭬾
fqid	栉风沐雨
fqie	杳無音信
fqii	𣙫
fqik	机油
fqim	𬅚
fqio	机房
fqio	𫶬
fqiq	一無所知
fqiq	梅州
fqiq	𣜤
fqir	一無所獲
fqir	一無所得
fqis	一無所有
fqis	桃源
fqiu	杳無音訊
fqiw	恐龍
fqj	机
fqje	椱
fqjf	𥚌
fqjm	一無是處
fqjm	櫷
fqjm	𪴡
fqjn	𥙏
fqjt	梅嶺
fqjt	梅岭
fqjt	𥛴
fqjv	橹
fqjv	𬄒
fqk	蛩
fqkd	机电
fqke	𥙍
fqkh	𣒰
fqkj	𣠰
fqkk	楀
fqko	一般见识
fqkp	机遇
fqkr	𣝳
fqks	机上
fqkt	机内
fqku	𪴧
fqkv	蛩
fqkv	𧉨
fqkw	𪴓
fqla	恐吓
fqld	一氣呵成
fqld	一气呵成
fqld	枫叶
fqlf	𣞯
fqlh	恐嚇
fqlj	𪳲
fqll	机器
fqlq	𥘱
fqlr	𣓡
fqls	枝繁叶茂
fqlu	焉知非福
fqlv	椥
fqm	柞
fqma	𣠊
fqmb	𣠹
fqmd	𱤘
fqmf	𣠉
fqmg	𡙚
fqmi	𥘲
fqmj	𱤩
fqmm	𧇘
fqmn	桖
fqmn	𮕜
fqmo	柞
fqmp	一笑置之
fqmr	𱤪
fqms	𣐰
fqms	𣝶
fqmt	机具
fqmu	一般見識
fqmv	𪳴
fqmx	𭬉
fqn	巩
