一	〔一・Fiƒ〕
䥟	〔金扌日{逆折同乚}・WAJX・CJK-A〕
䥠	〔金艹戊口・WSDL・CJK-A〕
䥡	〔金片世木・WTHF・CJK-A〕
䥢	〔士口䒑金・HLUW・CJK-A〕
䥣	〔臼工殳金・RFQW・CJK-A〕
䥤	〔金雨{⼓同月}巳・WDWC・CJK-A〕
䥥	〔金立丿八・WIQT・CJK-A〕
䥦	〔金{右上}工辶・WSFP・CJK-A〕
䥧	〔金{虎头同虎}一目・WMFM・CJK-A〕
䥨	〔金門口口・WKLL・CJK-A〕
䥩	〔金{微上}一几・WRFQ・CJK-A〕
䥪	〔金日幺灬・WJVU・CJK-A〕
䥫	〔金十戈隹・WDGW・CJK-A〕
䥬	〔金艹甫寸・WSFA・CJK-A〕
䥭	〔一水丶金・FKOW・CJK-A〕
䥮	〔金覀臣卩・WDSX・CJK-A〕
䥯	〔金罒厶匕・WMVR・CJK-A〕
䥰	〔金亡虫虫・WUKK・CJK-A〕
䥱	〔金宀臼灬・WORU・CJK-A〕
䥲	〔金匚口欠・WGLE・CJK-A〕
䥳	〔金{丆同石}月夂・WDWE・CJK-A〕
䥴	〔金山隹{雋下同冂}・WJWK・CJK-A〕
䥵	〔金日土兀・WJHH・CJK-A〕
䥶	〔金厂禾止・WSRN・CJK-A〕
䥷	〔金竹目刂・WQMM・CJK-A〕
䥸	〔弓爾金・VFWj・CJK-A〕
䥹	〔金丰刀齒・WDBM・CJK-A〕
䥻	〔钅一尢・TFDo・CJK-A〕
䥼	〔钅{⼓同月}{两撇同彡}・TWTi・CJK-A〕
䥾	〔钅冖丂一・TYSF・CJK-A〕
䥿	〔钅{𠂆同斤}一{⼓同月}・TEFW・CJK-A〕
䦀	〔钅羽・TXu・CJK-A〕
䦁	〔钅丰阝・TDCf・CJK-A〕
䦄	〔钅{專上同車}𧘇・TGRy・CJK-A〕
䦇	〔{镸同長}八{逆折同乚}・HTXi・CJK-A〕
䦈	〔{镸同長}{右上}工・HSFo・CJK-A〕
䦉	〔{镸同長}囗儿・HNQr・CJK-A〕
䦊	〔{镸同長}上小・HKMa・CJK-A〕
䦋	〔{镸同長}龶{⼓同月}夂・HHWE・CJK-A〕
䦌	〔門土・KHvn・CJK-A〕
䦍	〔門{丿一同竹}乙・KQVi・CJK-A〕
䦎	〔門一兀・KFHw・CJK-A〕
䦏	〔門人{介下同八}・KTTb・CJK-A〕
䦐	〔門手・KTun・CJK-A〕
䦑	〔門{コ同又}人・KBTe・CJK-A〕
䦒	〔門石・KDvn・CJK-A〕
䦓	〔門卜口・KMLv・CJK-A〕
䦔	〔門日一・KJFi・CJK-A〕
䦕	〔門䒑卄・KUSo・CJK-A〕
䦖	〔門士口・KHLv・CJK-A〕
䦗	〔門丿皿・KQMn・CJK-A〕
䦘	〔門艮・KVnn・CJK-A〕
䦙	〔門土寸・KHAc・CJK-A〕
䦚	〔門舌・KRen・CJK-A〕
䦜	〔門一{五下同韋}口・KFCL・CJK-A〕
䦝	〔門土{介下同八}八・KHTT・CJK-A〕
䦞	〔門氵王・KIGv・CJK-A〕
䦠	〔門豕丶・KDOd・CJK-A〕
䦡	〔門宀尸{コ同又}・KOBB・CJK-A〕
䦢	〔門氵土厶・KIHV・CJK-A〕
䦣	〔門立口・KILv・CJK-A〕
䦤	〔門又又又・KBBB・CJK-A〕
䦥	〔門木木・KFFv・CJK-A〕
䦦	〔門金・KWjn・CJK-A〕
䦧	〔門臼儿・KRQr・CJK-A〕
䦨	〔門木日・KFJv・CJK-A〕
䦩	〔門目夂・KMEh・CJK-A〕
䦪	〔門日{⼓同月}{逆折同乚}・KJWX・CJK-A〕
䦫	〔門艹冂大・KSKG・CJK-A〕
䦬	〔門丰刀大・KDBG・CJK-A〕
䦭	〔門禾日・KRJv・CJK-A〕
䦮	〔門𡗗日・KGJv・CJK-A〕
䦯	〔門至夂・KHEh・CJK-A〕
䦰	〔門冖日电・KYJK・CJK-A〕
䦱	〔門爪{爲下}・KEWw・CJK-A〕
䦲	〔門冖厂言・KYSU・CJK-A〕
䦳	〔門{纟上同纟}丿阝・KVQC・CJK-A〕
䦴	〔門罒土十・KMHD・CJK-A〕
䦵	〔門爾・KFen・CJK-A〕
䦸	〔门禺・PKyn・CJK-A〕
䦹	〔阝十・CDhf・CJK-A〕
䦺	〔阝丁・CAnf・CJK-A〕
䦻	〔阝子・CVkf・CJK-A〕
䦼	〔阝{コ同又}人・CBTe・CJK-A〕
䦽	〔阝予・CCuf・CJK-A〕
䦾	〔𠂤厶儿・YVQr・CJK-A〕
䦿	〔阝口丨・CLNs・CJK-A〕
䧀	〔阝{右上}厶・CSVv・CJK-A〕
䧁	〔阝{⼓同月}口・CWLv・CJK-A〕
䧂	〔阝刀口・CBLv・CJK-A〕
䧃	〔阝田・CJtf・CJK-A〕
䧄	〔阝夂口・CELv・CJK-A〕
䧅	〔阝大弓・CGVg・CJK-A〕
䧆	〔阝龷八・CSTb・CJK-A〕
䧇	〔阝亠𧘇・CORy・CJK-A〕
䧈	〔阝覀・CDif・CJK-A〕
䧉	〔阝甲二・CKSe・CJK-A〕
䧊	〔阝⺧口・CWLv・CJK-A〕
䧋	〔阝見・CMxf・CJK-A〕
䧌	〔阝爪女・CECv・CJK-A〕
䧍	〔阝八人口・CTTL・CJK-A〕
䧎	〔阝口月・CLWv・CJK-A〕
䧏	〔阝夂丰・CEDn・CJK-A〕
䧐	〔阝亠口子・COLV・CJK-A〕
䧑	〔阝宀一龰・COFN・CJK-A〕
䧒	〔阝來・CDlf・CJK-A〕
䧓	〔阝{⺆同月}土口・CWHL・CJK-A〕
䧔	〔阝人丶心・CTOY・CJK-A〕
䧕	〔阝戈口一・CGLF・CJK-A〕
䧖	〔阝戈戈・CGGg・CJK-A〕
䧗	〔阝{丿一同竹}日夂・CQJE・CJK-A〕
䧘	〔阝{互中同母}豕・CBDs・CJK-A〕
䧙	〔阝山人丶・CJTO・CJK-A〕
䧚	〔阝亠口口・COLL・CJK-A〕
䧛	〔阝亠丷方・COUO・CJK-A〕
䧜	〔阝广{聿上同彐}口・CUXL・CJK-A〕
䧝	〔阝{屮同凵}一虫・CXFK・CJK-A〕
䧞	〔阝馬・CDmf・CJK-A〕
䧟	〔阝爪臼・CERj・CJK-A〕
䧠	〔阝{專上同車}寸・CGAc・CJK-A〕
䧡	〔阝广{聿上同彐}月・CUXW・CJK-A〕
䧢	〔阝匚口口・CGLL・CJK-A〕
䧣	〔阝覀示・CDHs・CJK-A〕
䧤	〔阝〢䒑夫・CNUG・CJK-A〕
䧥	〔阝{專上同車}心・CGYn・CJK-A〕
䧦	〔阝爪{爲下}・CEWw・CJK-A〕
䧧	〔阝䒑土戈・CUHG・CJK-A〕
䧨	〔阝〢䒑未・CNUH・CJK-A〕
䧩	〔阝{顺折同乙}耳夂・CVAE・CJK-A〕
䧪	〔阝广大女・CUGC・CJK-A〕
䧫	〔阝亠口豕・COLD・CJK-A〕
䧬	〔阝宀一貝・COFM・CJK-A〕
䧭	〔阝{囟框同向}{𠂭同乂}心・CRWY・CJK-A〕
䧮	〔阝宀丰心・CODY・CJK-A〕
䧯	〔阝冖口丶・CYLO・CJK-A〕
䧰	〔阝魚丿糸・CTQB・CJK-A〕
䧱	〔九隹・YWij・CJK-A〕
䧲	〔干隹・HWig・CJK-A〕
䧳	〔止隹・NWii・CJK-A〕
䧴	〔十又隹・DBWi・CJK-A〕
䧵	〔冖儿隹・YQWi・CJK-A〕
䧶	〔隹亠八・WOTb・CJK-A〕
䧷	〔夂{两点同二}隹・ESWi・CJK-A〕
䧸	〔古隹・DWig・CJK-A〕
䧹	〔广亻隹・UEWi・CJK-A〕
䧺	〔{右上}口隹・SLWi・CJK-A〕
䧻	〔合隹・YWie・CJK-A〕
䧼	〔⺧口隹・WLWi・CJK-A〕
䧽	〔丿米隹・QPWi・CJK-A〕
䧾	〔人干口隹・THLW・CJK-A〕
䧿	〔龷日隹・SJWi・CJK-A〕
䨀	〔入米隹・RPWi・CJK-A〕
䨁	〔矛夂隹・CEWi・CJK-A〕
䨂	〔禾火隹・RUWi・CJK-A〕
䨃	〔日宀女隹・JOCW・CJK-A〕
䨄	〔人丶{顺折同乙}隹・TOVW・CJK-A〕
䨅	〔大丷日隹・GUJW・CJK-A〕
䨆	〔丷巾八隹・UMTW・CJK-A〕
䨇	〔隹又隹又・WBWB・CJK-A〕
䨈	〔宀一小隹・OFMW・CJK-A〕
䨉	〔貝貝女隹・MMCW・CJK-A〕
䨊	〔隹隹隹一・WWWF・CJK-A〕
䨋	〔雨丿七・DQAi・CJK-A〕
䨌	〔雨一兀・DFHw・CJK-A〕
䨍	〔雨二{介下同八}・DSTb・CJK-A〕
䨎	〔雨弓厶・DVVv・CJK-A〕
䨏	〔雨二欠・DSEi・CJK-A〕
䨐	〔雨合・DYey・CJK-A〕
䨑	〔雨大弓・DGVg・CJK-A〕
䨒	〔雨羽・DXuy・CJK-A〕
䨓	〔雨囗口・DNLv・CJK-A〕
䨔	〔雨小兀・DMHw・CJK-A〕
䨕	〔雨氵一{于下}・DIFA・CJK-A〕
䨖	〔雨{右上}月・DSWv・CJK-A〕
䨗	〔雨爪子・DEVk・CJK-A〕
䨘	〔雨見・DMxy・CJK-A〕
䨙	〔雨氵壬・DIEe・CJK-A〕
䨚	〔雨{⼓同月}{两撇同彡}心・DWTY・CJK-A〕
䨛	〔雨木斤・DFEj・CJK-A〕
䨜	〔雨月月・DWWv・CJK-A〕
䨝	〔雨龶月・DHWv・CJK-A〕
䨞	〔雨丿虫冂・DQKK・CJK-A〕
䨟	〔雨氵土土・DIHH・CJK-A〕
䨠	〔雨日{⼓同月}{逆折同乚}・DJWX・CJK-A〕
䨡	〔雨{顺折同乙}水凵・DVKX・CJK-A〕
䨢	〔雨其{逆折同乚}・DDXi・CJK-A〕
䨣	〔雨革・DGey・CJK-A〕
䨤	〔雨由辶・DKPo・CJK-A〕
䨥	〔雨隹又・DWBu・CJK-A〕
䨦	〔雨亠丷方・DOUO・CJK-A〕
䨧	〔雨立人{マ同又}・DITB・CJK-A〕
䨨	〔雨𠂤辶・DYPo・CJK-A〕
䨩	〔雨礻申・DUKe・CJK-A〕
䨪	〔雨土甲二・DHKS・CJK-A〕
䨫	〔雨來夂・DDEh・CJK-A〕
䨬	〔雨氵木木・DIFF・CJK-A〕
䨭	〔雨二厶月・DSVW・CJK-A〕
䨮	〔雨丰丰彐・DDDX・CJK-A〕
䨯	〔雨阝木日・DCFJ・CJK-A〕
䨰	〔雨氵革・DIGe・CJK-A〕
䨱	〔雨彳{丿一同竹}夂・DRQE・CJK-A〕
䨲	〔雨而冖丶・DSYO・CJK-A〕
䨳	〔雨見見・DMMx・CJK-A〕
䨴	〔雨〢䒑寸・DNUA・CJK-A〕
䨵	〔雨氵覀早・DIDJ・CJK-A〕
䨶	〔雨厶目片・DVMT・CJK-A〕
䨷	〔雨木木攴・DFFK・CJK-A〕
䨸	〔雨阝爪心・DCEY・CJK-A〕
䨹	〔雨亻丨黑・DENN・CJK-A〕
䨺	〔雨二厶厶・DSVV・CJK-A〕
䨻	〔雨田雨田・DJDJ・CJK-A〕
䨼	〔龶月艹又・HWSB・CJK-A〕
䨽	〔非己・LBji・CJK-A〕
䨾	〔广非・ULiu・CJK-A〕
䨿	〔一大非・FGLi・CJK-A〕
䩀	〔非貝・LMbi・CJK-A〕
䩁	〔非毛毛毛・LRRR・CJK-A〕
䩂	〔面人丶{顺折同乙}・GTOV・CJK-A〕
䩃	〔面匕匕・GRRi・CJK-A〕
䩄	〔面见・GKxi・CJK-A〕
䩅	〔面皮・GVpi・CJK-A〕
䩆	〔面{丿一同竹}{乍下同卜}・GQMo・CJK-A〕
䩇	〔面卜口・GMLv・CJK-A〕
䩈	〔面{丿一同竹}母・GQBm・CJK-A〕
䩉	〔面甫・GFui・CJK-A〕
䩊	〔面宀夕{顺折同乙}・GORV・CJK-A〕
䩋	〔面麻・GPai・CJK-A〕
䩌	〔面隹灬・GWUh・CJK-A〕
䩍	〔面大丷小・GGUM・CJK-A〕
䩎	〔面僉・GRli・CJK-A〕
䩏	〔面艹罒丶・GSMO・CJK-A〕
䩐	〔革{丿一同竹}乙・GQVi・CJK-A〕
䩑	〔革弓・GVge・CJK-A〕
䩒	〔革一{于下}・GFAu・CJK-A〕
䩓	〔革{⼓同月}厶・GWVv・CJK-A〕
䩔	〔革殳・GQhe・CJK-A〕
䩕	〔革{卬左同卯}卩・GTXj・CJK-A〕
䩖	〔革小丿・GMQp・CJK-A〕
䩗	〔革月・GWve・CJK-A〕
䩘	〔革一幺・GFVo・CJK-A〕
䩙	〔革亠幺・GOVo・CJK-A〕
䩚	〔革{卬左同卯}七丶・GTAO・CJK-A〕
䩛	〔革心丿・GYQp・CJK-A〕
䩜	〔革由・GKoe・CJK-A〕
䩝	〔革瓜・GQue・CJK-A〕
䩞	〔革卜口・GMLv・CJK-A〕
䩟	〔革大弓・GGVg・CJK-A〕
䩠	〔革壬廴・GEXn・CJK-A〕
䩡	〔革大人人・GGTT・CJK-A〕
䩢	〔革扌斤・GAEj・CJK-A〕
䩣	〔革人一朩・GTFF・CJK-A〕
䩤	〔革見・GMxe・CJK-A〕
䩥	〔革丿止廴・GQNX・CJK-A〕
䩦	〔亻丨夂革・ENEG・CJK-A〕
䩧	〔革言・GUae・CJK-A〕
䩨	〔革長・GHae・CJK-A〕
䩩	〔革宀夕{顺折同乙}・GORV・CJK-A〕
䩪	〔革宀尸{コ同又}・GOBB・CJK-A〕
䩫	〔革一巾入・GFMR・CJK-A〕
䩬	〔革𡗗キ・GGAv・CJK-A〕
䩭	〔革大丁口・GGAL・CJK-A〕
䩮	〔革彐水・GXKh・CJK-A〕
䩯	〔革了口一・GVLF・CJK-A〕
䩰	〔革口耳・GLAr・CJK-A〕
䩱	〔革人一刂・GTFM・CJK-A〕
䩲	〔革广卄又・GUSB・CJK-A〕
䩳	〔革宀火又・GOUB・CJK-A〕
䩴	〔革古月・GDWv・CJK-A〕
䩵	〔革冖車・GYGc・CJK-A〕
䩶	〔革{屮同凵}虫・GXKv・CJK-A〕
䩷	〔革亠丷方・GOUO・CJK-A〕
䩸	〔革艹耳・GSAr・CJK-A〕
䩹	〔革一口丨・GFLN・CJK-A〕
䩺	〔革八厶羽・GTVX・CJK-A〕
䩻	〔革馬・GDme・CJK-A〕
䩼	〔革夂丰辶・GEDP・CJK-A〕
䩽	〔革匚口口・GGLL・CJK-A〕
䩾	〔革广卄灬・GUSU・CJK-A〕
䩿	〔革十卄貝・GDSM・CJK-A〕
䪀	〔革宀尸心・GOBY・CJK-A〕
䪁	〔革〢䒑夫・GNUG・CJK-A〕
䪂	〔革木冂冂・GFKK・CJK-A〕
䪃	〔革亠口夂・GOLE・CJK-A〕
䪄	〔革龷由八・GSKT・CJK-A〕
䪅	〔革罒{⼓同月}虫・GMWK・CJK-A〕
䪆	〔革冂龷䒑・GKSU・CJK-A〕
䪇	〔革艹甫寸・GSFA・CJK-A〕
䪈	〔革口丄辶・GLKP・CJK-A〕
䪉	〔革巛囗{鼠下}・GVNB・CJK-A〕
䪊	〔革立月{龍右同卜}・GIWM・CJK-A〕
䪋	〔革口丄辶・GLKP・CJK-A〕
䪌	〔革冖口丶・GYLO・CJK-A〕
䪍	〔革門木丷・GKFU・CJK-A〕
䪎	〔革山隹口・GJWL・CJK-A〕
䪏	〔韋冂人・CKTe・CJK-A〕
䪐	〔韋心丿・CYQp・CJK-A〕
䪑	〔韋宀匕・CORi・CJK-A〕
䪒	〔韋丶王・COGv・CJK-A〕
䪓	〔韋卜口・CMLv・CJK-A〕
䪔	〔韋甫・CFui・CJK-A〕
䪕	〔韋{⼓同月}米・CWPm・CJK-A〕
䪖	〔韋{丿一同竹}日夂・CQJE・CJK-A〕
䪗	〔韋尸二又・CBSB・CJK-A〕
䪘	〔韋日一龰・CJFN・CJK-A〕
䪙	〔韋甫寸・CFAc・CJK-A〕
䪚	〔韋日羽・CJXu・CJK-A〕
䪛	〔韋丿米田・CQPJ・CJK-A〕
䪜	〔韋冖厂言・CYSU・CJK-A〕
䪝	〔韋艹隹又・CSWB・CJK-A〕
䪞	〔一大非一・FGLF・CJK-A〕
䪟	〔一巾又一・FMBF・CJK-A〕
䪠	〔丿{逆折同乚}丨一・QXNF・CJK-A〕
䪡	〔丿{逆折同乚}丨一・QXNF・CJK-A〕
䪢	〔丿{逆折同乚}丨一・QXNF・CJK-A〕
䪣	〔一巾丿一・FMQF・CJK-A〕
䪤	〔非一丿田・LFQJ・CJK-A〕
䪥	〔卜冖一一・MYFF・CJK-A〕
䪦	〔立日工・IJFo・CJK-A〕
䪧	〔立日也・IJCy・CJK-A〕
䪨	〔立日{⼓同月}丶・IJWO・CJK-A〕
䪩	〔立日人{顺折同乙}・IJTV・CJK-A〕
䪪	〔力口立日・XLIJ・CJK-A〕
䪫	〔立日一工・IJFF・CJK-A〕
䪬	〔立日十子・IJDV・CJK-A〕
䪭	〔立日立日・IJIJ・CJK-A〕
䪮	〔立日{⼓同月}{屮同凵}・IJWX・CJK-A〕
䪯	〔火火冖日・UUYJ・CJK-A〕
䪰	〔立日立心・IJIY・CJK-A〕
䪱	〔己{丆同石}貝・BDMb・CJK-A〕
䪲	〔兀{丆同石}貝・HDMb・CJK-A〕
䪳	〔彐丿{丆同石}貝・XQDM・CJK-A〕
䪴	〔冖儿{丆同石}貝・YQDM・CJK-A〕
䪵	〔牙{丆同石}貝・HDMb・CJK-A〕
䪶	〔且{丆同石}貝・MDMb・CJK-A〕
䪷	〔{⼓同月}口{丆同石}貝・WLDM・CJK-A〕
䪸	〔巳七{丆同石}貝・CADM・CJK-A〕
䪹	〔不一{丆同石}貝・DFDM・CJK-A〕
䪺	〔土厶{丆同石}貝・HVDM・CJK-A〕
䪻	〔厶卄{丆同石}貝・VSDM・CJK-A〕
䪼	〔{屮同凵}凵{丆同石}貝・XXDM・CJK-A〕
䪽	〔口丂{丆同石}貝・LSDM・CJK-A〕
䪾	〔{丆同石}貝人彡・DMTT・CJK-A〕
䪿	〔{囟框同向}乂{丆同石}貝・RWDM・CJK-A〕
䫀	〔彐厶{丆同石}貝・XVDM・CJK-A〕
䫁	〔自{丆同石}貝・TDMb・CJK-A〕
䫂	〔夕夕{丆同石}貝・RRDM・CJK-A〕
䫃	〔辰{丆同石}貝・SDMb・CJK-A〕
䫄	〔丷口儿貝・ULQM・CJK-A〕
䫅	〔宀木{丆同石}貝・OFDM・CJK-A〕
䫆	〔戊{顺折同乙}{丆同石}貝・DVDM・CJK-A〕
䫇	〔彡冂二貝・TKSM・CJK-A〕
䫈	〔山人丶貝・JTOM・CJK-A〕
䫉	〔豸{丆同石}貝・YDMb・CJK-A〕
䫊	〔不口{丆同石}貝・DLDM・CJK-A〕
䫋	〔禾女{丆同石}貝・RCDM・CJK-A〕
䫌	〔{卑上同鬼}十{丆同石}貝・WDDM・CJK-A〕
䫍	〔非{丆同石}貝・LDMb・CJK-A〕
䫎	〔又又又貝・BBBM・CJK-A〕
䫏	〔其{丆同石}貝・DDMb・CJK-A〕
䫐	〔木木{丆同石}貝・FFDM・CJK-A〕
䫑	〔大丁口貝・GALM・CJK-A〕
䫒	〔{卬左同卯}七日貝・TAJM・CJK-A〕
䫓	〔立口{丆同石}貝・ILDM・CJK-A〕
䫔	〔丰刀大貝・DBGM・CJK-A〕
䫕	〔亠丷冖貝・OUYM・CJK-A〕
䫖	〔其{逆折同乚}{丆同石}貝・DXDM・CJK-A〕
䫗	〔尸二{コ同又}貝・BSBM・CJK-A〕
䫘	〔日{⼓同月}人貝・JWTM・CJK-A〕
䫙	〔十卄木貝・DSFM・CJK-A〕
䫚	〔咼{丆同石}貝・NDMb・CJK-A〕
䫛	〔亻{コ同又}矢貝・EBQM・CJK-A〕
䫜	〔山幺幺貝・JVVM・CJK-A〕
䫝	〔禾日{丆同石}貝・RJDM・CJK-A〕
䫞	〔䒑土灬貝・UHUM・CJK-A〕
䫟	〔口貝{丆同石}貝・LMDM・CJK-A〕
䫠	〔彡不口貝・TDLM・CJK-A〕
䫡	〔䒑彐〢貝・UXNM・CJK-A〕
䫢	〔{𠂆同斤}虎{丆同石}貝・EMDM・CJK-A〕
䫣	〔爪幺大貝・EVGM・CJK-A〕
䫤	〔冖日亠貝・YJOM・CJK-A〕
䫥	〔鬼{丆同石}貝・WDMb・CJK-A〕
䫦	〔土厶皿貝・HVMM・CJK-A〕
䫧	〔白大十貝・EGDM・CJK-A〕
䫨	〔龶{⼓同月}夂貝・HWEM・CJK-A〕
䫩	〔厶厶厶貝・VVVM・CJK-A〕
䫪	〔大乂乂貝・GWWM・CJK-A〕
䫫	〔口十口貝・LDLM・CJK-A〕
䫬	〔匚儿匚貝・GQGM・CJK-A〕
䫭	〔口丄貝貝・LKMM・CJK-A〕
䫮	〔彐工口貝・XFLM・CJK-A〕
䫯	〔方大丁貝・OGAM・CJK-A〕
䫰	〔{丆同石}貝米キ・DMPA・CJK-A〕
䫱	〔而而{丆同石}貝・SSDM・CJK-A〕
䫲	〔戊一口貝・DFLM・CJK-A〕
䫳	〔罒{⼓同月}虫貝・MWKM・CJK-A〕
䫴	〔木木示貝・FFHM・CJK-A〕
䫵	〔自穴方貝・TPOM・CJK-A〕
䫶	〔木乂乂貝・FWWM・CJK-A〕
䫷	〔王口口貝・GLLM・CJK-A〕
䫸	〔風刀・RBdf・CJK-A〕
䫹	〔風工・RFof・CJK-A〕
䫺	〔{右上}厶風・SVRf・CJK-A〕
䫻	〔風日・RJvf・CJK-A〕
䫼	〔風{コ同又}人・RBTe・CJK-A〕
䫽	〔風毛・RRmf・CJK-A〕
䫾	〔風心丿・RYQp・CJK-A〕
䫿	〔風刀口・RBLv・CJK-A〕
䬀	〔風幺力・RVXl・CJK-A〕
䬁	〔風宀匕・RORi・CJK-A〕
䬂	〔風戈{逆折同乚}・RGXi・CJK-A〕
䬃	〔風立・RIif・CJK-A〕
䬄	〔風戊一・RDFi・CJK-A〕
䬅	〔風力力力・RXXX・CJK-A〕
䬆	〔風禾刂・RRMd・CJK-A〕
䬇	〔丷口儿風・ULQR・CJK-A〕
䬈	〔風丷口儿・RULQ・CJK-A〕
䬉	〔風土{介下同八}八・RHTT・CJK-A〕
䬊	〔風大人人・RGTT・CJK-A〕
䬋	〔風土八夂・RHTE・CJK-A〕
䬌	〔虎風・MRfh・CJK-A〕
䬍	〔風{⼓同月}{两撇同彡}心・RWTY・CJK-A〕
䬎	〔風戈口一・RGLF・CJK-A〕
䬏	〔風立口・RILv・CJK-A〕
䬐	〔風禾女・RRCv・CJK-A〕
䬑	〔風田月・RJWv・CJK-A〕
䬒	〔風宀火又・ROUB・CJK-A〕
䬓	〔風立日・RIJv・CJK-A〕
䬔	〔風人一刂・RTFM・CJK-A〕
䬕	〔風風・RRff・CJK-A〕
䬖	〔風白王・REGv・CJK-A〕
䬗	〔日一{⼓同月}風・JFWR・CJK-A〕
䬘	〔風亠口口・ROLL・CJK-A〕
䬙	〔風爪缶・REWo・CJK-A〕
䬚	〔風馬・RDmf・CJK-A〕
䬛	〔風日龷十・RJSD・CJK-A〕
䬜	〔風文凵厶・RPXV・CJK-A〕
䬝	〔風龷由八・RSKT・CJK-A〕
䬞	〔風士{顺折同乙}寸・RHVA・CJK-A〕
䬟	〔風卯金刂・RTWM・CJK-A〕
䬠	〔雨飛・DBfy・CJK-A〕
䬡	〔耂日飛・HJBf・CJK-A〕
䬢	〔食刀・YBds・CJK-A〕
䬣	〔食{丿一同竹}乙・YQVi・CJK-A〕
䬤	〔尸食・BYs・CJK-A〕
䬥	〔弋食・GYsy・CJK-A〕
䬦	〔食殳・YQhs・CJK-A〕
䬧	〔食一兀・YFHw・CJK-A〕
䬨	〔食{⼓同月}九・YWYj・CJK-A〕
䬩	〔不食・DYsu・CJK-A〕
䬪	〔食不・YDus・CJK-A〕
䬫	〔食{卬左同卯}七丶・YTAO・CJK-A〕
䬬	〔食冂大・YKGd・CJK-A〕
䬭	〔口刀食・LBYs・CJK-A〕
䬮	〔食{逆折同乚}丶人・YXOT・CJK-A〕
䬯	〔食卜口・YMLv・CJK-A〕
䬰	〔食刀口・YBLv・CJK-A〕
䬱	〔食木一・YFFi・CJK-A〕
䬲	〔食{⼓同月}口・YWLv・CJK-A〕
䬳	〔食丷キ・YUAv・CJK-A〕
䬴	〔食末・YHos・CJK-A〕
䬵	〔食亥・YOis・CJK-A〕
䬶	〔食艮・YVns・CJK-A〕
䬷	〔食夕夕・YRRk・CJK-A〕
䬸	〔歹又食・DBYs・CJK-A〕
䬹	〔食至・YHks・CJK-A〕
䬺	〔食羊・YUgs・CJK-A〕
䬻	〔食二戈・YSGg・CJK-A〕
䬼	〔食口月・YLWv・CJK-A〕
䬽	〔食丷口儿・YULQ・CJK-A〕
䬾	〔食丷弓丿・YUVQ・CJK-A〕
䬿	〔食尸毛・YBRm・CJK-A〕
䭀	〔食乙十辶・YVDP・CJK-A〕
䭁	〔扌斤食・AEYs・CJK-A〕
䭂	〔食口巴・YLCb・CJK-A〕
䭃	〔食人丶心・YTOY・CJK-A〕
䭄	〔食{于下}口彐・YALX・CJK-A〕
䭅	〔食囗古・YNDg・CJK-A〕
䭆	〔臣卜食・SMYs・CJK-A〕
䭇	〔食{⼓同月}士口・YWHL・CJK-A〕
䭈	〔食彐キ廴・YXAX・CJK-A〕
䭉	〔食{右上}工月・YSFW・CJK-A〕
䭊	〔食艹冂大・YSKG・CJK-A〕
䭋	〔食亻口木・YELF・CJK-A〕
䭌	〔古月食・DWYs・CJK-A〕
䭍	〔食龶皿・YHMn・CJK-A〕
䭎	〔食世木・YHFv・CJK-A〕
䭏	〔食户冊・YINc・CJK-A〕
䭐	〔食䒑土心・YUHY・CJK-A〕
䭑	〔食䒑彐八・YUXT・CJK-A〕
䭒	〔食自心・YTYn・CJK-A〕
䭓	〔食山一䒑・YJFU・CJK-A〕
䭔	〔食𠂤辶・YYPo・CJK-A〕
䭕	〔車斤食・GEYs・CJK-A〕
䭖	〔食广卄灬・YUSU・CJK-A〕
䭗	〔食立日儿・YIJQ・CJK-A〕
䭘	〔食日亠小・YJOM・CJK-A〕
䭙	〔食匚儿日・YGQJ・CJK-A〕
䭚	〔食立甲二・YIKS・CJK-A〕
䭛	〔食{顺折同乙}耳夂・YVAE・CJK-A〕
䭜	〔食大丷小・YGUM・CJK-A〕
䭝	〔食人一日・YTFJ・CJK-A〕
䭞	〔食罒土十・YMHD・CJK-A〕
䭟	〔食艹世木・YSHF・CJK-A〕
䭠	〔食广䒑八・YUUT・CJK-A〕
䭡	〔食爪工心・YEFY・CJK-A〕
䭢	〔食宀心丁・YOYA・CJK-A〕
䭣	〔食亠丷二・YOUS・CJK-A〕
䭤	〔食口丄辶・YLKP・CJK-A〕
䭥	〔食䒑夫艮・YUGV・CJK-A〕
䭦	〔食艹氵寸・YSIA・CJK-A〕
䭧	〔食麻糸・YPBs・CJK-A〕
䭨	〔食山隹口・YJWL・CJK-A〕
䭩	〔食麻非・YPLi・CJK-A〕
䭪	〔饣日一二・RJFS・CJK-A〕
䭫	〔匕日䒑自・RJUT・CJK-A〕
䭬	〔匕日巛目・RJVM・CJK-A〕
䭭	〔䒑自{丆同石}貝・UTDM・CJK-A〕
䭮	〔{髟同長}䒑自・HUTk・CJK-A〕
䭯	〔禾日{屮同凵}凵・RJXX・CJK-A〕
䭰	〔禾日𡗗キ・RJGA・CJK-A〕
䭱	〔禾日丷八・RJUT・CJK-A〕
䭲	〔禾日大口・RJGL・CJK-A〕
䭳	〔禾女鬼日・RCWJ・CJK-A〕
䭴	〔馬十・DDhm・CJK-A〕
䭵	〔馬凡・DQnm・CJK-A〕
