char,division,code,region
䆃,丷自辶禾,UTPR,CJK-A
䆄,禾亠囗一,RONF,CJK-A
䆅,禾二欠貝,RSEM,CJK-A
䆆,禾口口木,RLLF,CJK-A
䆇,禾几鳥,RQRo,CJK-A
䆈,禾尸水辶,RBKP,CJK-A
䆉,禾罒厶匕,RMVR,CJK-A
䆊,禾丬匕八,RURT,CJK-A
䆋,禾冖黽,RYJm,CJK-A
䆌,禾禾尤言,RRDU,CJK-A
䆍,禾立月卜,RIWM,CJK-A
䆎,禾人人一,RTTF,CJK-A
䆏,禾米田八,RPJT,CJK-A
䆐,𡗗禾𡗗禾,GRGR,CJK-A
䆑,穴丁,PAnu,CJK-A
䆒,穴九丶,PYOd,CJK-A
䆓,穴厶儿,PVQr,CJK-A
䆔,穴口丨,PLMs,CJK-A
䆕,穴乙大,PVGd,CJK-A
䆖,穴𠂇厶,PSVv,CJK-A
䆗,穴口屮,PLXc,CJK-A
䆘,穴甲,PKau,CJK-A
䆙,穴一止,PFNi,CJK-A
䆚,穴冂一口,PKFL,CJK-A
䆛,穴口丿七,PLQA,CJK-A
䆜,穴𠂇月,PSWv,CJK-A
䆝,穴丿皿,PQMn,CJK-A
䆞,穴日匕,PJRi,CJK-A
䆟,穴合,PYeu,CJK-A
䆠,穴臣,PScu,CJK-A
䆡,穴丶艮,POVn,CJK-A
䆢,穴扌乙大,PAVG,CJK-A
䆣,穴辰,PSnu,CJK-A
䆤,穴身,PWeu,CJK-A
䆥,穴豕,PDsu,CJK-A
䆦,穴火火,PUUo,CJK-A
䆧,穴禾女,PRCv,CJK-A
䆨,穴日一大,PJFG,CJK-A
䆩,穴目大,PMGd,CJK-A
䆪,小兀穴工,MHPF,CJK-A
䆫,穴月彡心,PWTY,CJK-A
䆬,穴口貝,PLMi,CJK-A
䆭,穴車干,PGHg,CJK-A
䆮,穴氵彐又,PIXB,CJK-A
䆯,穴又又女,PBBC,CJK-A
䆰,穴匚口口,PGLL,CJK-A
䆱,穴氵火火,PIUU,CJK-A
䆲,穴广彐水,PUXK,CJK-A
䆳,穴豕辶,PDPo,CJK-A
䆴,穴冖日电,PYJK,CJK-A
䆵,穴丷日日,PUJJ,CJK-A
䆶,穴隹灬,PWUi,CJK-A
䆷,穴矛冂口,PXKL,CJK-A
䆸,穴又一丷,PBFU,CJK-A
䆹,穴立甲二,PIKS,CJK-A
䆺,穴丿米田,PQPJ,CJK-A
䆻,穴乙耳夂,PVAE,CJK-A
䆼,穴咼辶,PNPo,CJK-A
䆽,穴虎豕,PMDs,CJK-A
䆾,穴臣竹皿,PSQM,CJK-A
䆿,穴爿自木,PXTF,CJK-A
䇀,穴革耳,PGAr,CJK-A
䇁,穴魚羊,PTUg,CJK-A
䇂,立丨,IMsi,CJK-A
䇃,立巳,IXsi,CJK-A
䇄,立竹乙,IQVi,CJK-A
䇅,立戈,IGgi,CJK-A
䇆,立二十,ISDh,CJK-A
䇇,立巳七,IXAi,CJK-A
䇈,立又土,IBHv,CJK-A
䇉,立石,IDvi,CJK-A
䇊,立广厶,IUVv,CJK-A
䇋,立夕夕,IRRk,CJK-A
䇌,立小月,IMWv,CJK-A
䇍,立足,INvi,CJK-A
䇎,立艹日,ISJv,CJK-A
䇏,立亠口子,IOLB,CJK-A
䇐,立彐水,IXKh,CJK-A
䇑,立鬼十,IWDh,CJK-A
䇒,彐厶匚立,XVGI,CJK-A
䇓,彡石貝立,TDMI,CJK-A
䇔,亡立,UIiw,CJK-A
䇕,立雨而,IDSe,CJK-A
䇖,竹月丿,QWQp,CJK-A
䇗,竹八厶,QTVv,CJK-A
䇘,竹二母,QSBm,CJK-A
䇙,竹弓丨,QVMs,CJK-A
䇚,竹亻卜,QEMo,CJK-A
䇛,竹止,QNi,CJK-A
䇜,竹欠,QEq,CJK-A
䇝,竹戈,QGg,CJK-A
䇞,竹艹二,QSSr,CJK-A
䇟,竹夕力,QRXl,CJK-A
䇠,竹丶王,QOGv,CJK-A
䇡,竹宀丁,QOAn,CJK-A
䇢,竹古,QDg,CJK-A
䇣,竹人小,QTMa,CJK-A
䇤,竹一冂人,QFKT,CJK-A
䇥,竹一止,QFNi,CJK-A
䇦,竹冂大,QKGd,CJK-A
䇧,竹一囗人,QFNT,CJK-A
䇨,竹夂扌,QEAv,CJK-A
䇩,竹电丿,QKQp,CJK-A
䇪,竹至,QHk,CJK-A
䇫,竹匚丨丨,QGMM,CJK-A
䇬,竹丿未,QQHe,CJK-A
䇭,竹土匕,QHRi,CJK-A
䇮,竹亻壬,QEEn,CJK-A
䇯,竹耳,QAr,CJK-A
䇰,竹乙水一,QVKF,CJK-A
䇱,竹囗夂,QNEh,CJK-A
䇲,竹夫丷,QGUa,CJK-A
䇳,竹二戈,QSGg,CJK-A
䇴,竹西,QDi,CJK-A
䇵,竹氵斤,QIEi,CJK-A
䇶,竹冖用,QYTn,CJK-A
䇷,竹口力刂,QLXM,CJK-A
䇸,竹口王,QLGv,CJK-A
䇹,竹彐丿口,QXQL,CJK-A
䇺,竹一口丷,QFLU,CJK-A
䇻,竹尸毛,QBRm,CJK-A
䇼,竹口巴,QLCa,CJK-A
䇽,竹扌斤,QAEi,CJK-A
䇾,竹言,QUv,CJK-A
䇿,竹木口,QFLv,CJK-A
䈀,竹冊刂,QNMd,CJK-A
䈁,竹人一冊,QTFN,CJK-A
䈂,竹丷艹,QUSv,CJK-A
䈃,竹氵刀口,QIBL,CJK-A
䈄,竹乙水屮,QVKX,CJK-A
䈅,竹戈口一,QGLF,CJK-A
䈆,竹户犬,QOSa,CJK-A
䈇,竹卜早,QMJo,CJK-A
䈈,竹月巴,QWCa,CJK-A
䈉,竹立女,QICv,CJK-A
䈊,竹土八夂,QHTE,CJK-A
䈋,竹水日,QKJv,CJK-A
䈌,竹氵且,QIMq,CJK-A
䈍,竹亡目,QUMv,CJK-A
䈎,竹世木,QHFv,CJK-A
䈏,竹一口田,QFLJ,CJK-A
䈐,竹心𠂇火,QYSU,CJK-A
䈑,竹咼,QNa,CJK-A
䈒,竹十冂十,QDKD,CJK-A
䈓,竹日月乚,QJWX,CJK-A
䈔,竹尸二又,QBSB,CJK-A
䈕,竹日一龰,QJFN,CJK-A
䈖,竹禾二十,QRSD,CJK-A
䈗,竹亻厶夂,QEVE,CJK-A
䈘,竹丷幺幺,QUCC,CJK-A
䈙,竹糸寸,QBAc,CJK-A
䈚,竹厶口心,QVLY,CJK-A
䈛,竹卜冊又,QMNB,CJK-A
䈜,竹亻彐又,QEXB,CJK-A
䈝,竹乙龰月,QVNW,CJK-A
䈞,竹亠口日,QOLJ,CJK-A
䈟,竹貝刂,QMMd,CJK-A
䈠,竹爪二夂,QESE,CJK-A
䈡,竹月彡心,QWTY,CJK-A
䈢,竹厶口木,QVLF,CJK-A
䈣,竹一止夂,QFNE,CJK-A
䈤,竹木艹二,QFSS,CJK-A
䈥,竹冖用力,QYTX,CJK-A
䈦,竹乂屮夂,QWXE,CJK-A
䈧,竹爪{爲下},QEYw,CJK-A
䈨,竹阝艮,QCVn,CJK-A
䈩,竹人二刂,QTSM,CJK-A
䈪,竹一口丨,QFLM,CJK-A
䈫,竹糸冂人,QBKT,CJK-A
䈬,竹氵甫,QIFu,CJK-A
䈭,竹鬼,QWu,CJK-A
䈮,竹立月口,QIWL,CJK-A
䈯,竹十且八,QDMT,CJK-A
䈰,竹扌小月,QAMW,CJK-A
䈱,竹爪臼,QERj,CJK-A
䈲,竹舟殳,QQQh,CJK-A
䈳,竹日羽,QJXu,CJK-A
䈴,竹丷彐八,QUXT,CJK-A
䈵,竹八厶羽,QTVX,CJK-A
䈶,竹穴人口,QPTL,CJK-A
䈷,竹木夂口,QFEL,CJK-A
䈸,竹冖用十,QYTD,CJK-A
䈹,竹宀亻日,QOEJ,CJK-A
䈺,竹糸夂二,QBES,CJK-A
䈻,竹月甫,QWFu,CJK-A
䈼,竹宀心山,QOYJ,CJK-A
䈽,竹革二,QGSr,CJK-A
䈾,竹木小月,QFMW,CJK-A
䈿,竹冖日八,QYJT,CJK-A
䉀,竹广艹灬,QUSU,CJK-A
䉁,竹耳人又,QATB,CJK-A
䉂,竹田糸,QJBv,CJK-A
䉃,竹爿月寸,QXWA,CJK-A
䉄,竹阝土夂,QCHE,CJK-A
䉅,竹土丷丶,QHUO,CJK-A
䉆,竹鳥,QRo,CJK-A
䉇,竹其乚刂,QDXM,CJK-A
䉈,竹艹月夂,QSWE,CJK-A
䉉,竹冖用瓜,QYTQ,CJK-A
䉊,竹厶大車,QVGG,CJK-A
䉋,竹女尸目,QCBM,CJK-A
䉌,竹阝丷豕,QCUD,CJK-A
䉍,竹門心,QKYv,CJK-A
䉎,竹尚木,QNFv,CJK-A
䉏,竹冖用牛,QYTW,CJK-A
䉐,竹車古,QGDg,CJK-A
䉑,竹竹艹灬,QQSU,CJK-A
䉒,竹丿米田,QQPJ,CJK-A
䉓,竹木日木,QFJF,CJK-A
䉔,竹歹戈戈,QDGG,CJK-A
䉕,竹丷日日,QUJJ,CJK-A
䉖,竹車人又,QGTB,CJK-A
䉗,竹扌口耳,QALA,CJK-A
䉘,竹木宀示,QFOH,CJK-A
䉙,竹雨二厶,QDSV,CJK-A
䉚,竹罒冖瓦,QMYA,CJK-A
䉛,竹向米大,QRPG,CJK-A
䉜,竹矢隹,QQWi,CJK-A
䉝,竹丷土戈,QUHG,CJK-A
䉞,竹戊一心,QDFY,CJK-A
䉟,竹扌隹又,QAWB,CJK-A
䉠,竹{微上}一几,QRFQ,CJK-A
䉡,竹亠囗一,QONF,CJK-A
䉢,竹土人口,QHTL,CJK-A
䉣,竹臼月灬,QRWU,CJK-A
䉤,竹米女夂,QPCE,CJK-A
䉥,竹扌向心,QARY,CJK-A
䉦,竹西大辶,QDGP,CJK-A
䉧,竹卯金刂,QTRM,CJK-A
䉨,竹立豕殳,QIDQ,CJK-A
䉩,竹木匚口,QFGL,CJK-A
䉪,竹田田田,QJJJ,CJK-A
䉫,竹禾月水,QRWK,CJK-A
䉬,竹广又殳,QUBQ,CJK-A
䉭,竹巛囗{鼠下},QVNB,CJK-A
䉮,竹門隹,QKWi,CJK-A
䉯,竹臣又貝,QSBM,CJK-A
䉰,竹骨亠乂,QMOW,CJK-A
䉱,竹衤匚口,QPGL,CJK-A
䉲,竹弓爾,QVFe,CJK-A
䉳,竹魚羊,QTUg,CJK-A
䉴,竹亠口𧘇,QOLW,CJK-A
䉵,竹目大食,QMGY,CJK-A
䉶,竹隹隹又,QWWB,CJK-A
䉷,竹口口夂,QLLE,CJK-A
䉸,竹辛言辛,QOUO,CJK-A
䉹,竹雨口人,QDLT,CJK-A
䉺,米工,PFom,CJK-A
䉻,米卯七,PTAi,CJK-A
䉼,米斤,PEim,CJK-A
䉽,米丷扌,PUAv,CJK-A
䉾,丬匕米,URPm,CJK-A
䉿,米丿丷{于下},PQUA,CJK-A
䊀,米古,PDgm,CJK-A
䊁,米牛儿,PWQr,CJK-A
䊂,米木冂,PFKg,CJK-A
䊃,米几一巾,PQFM,CJK-A
䊄,工凡米,FQPm,CJK-A
䊅,米夕口,PRLv,CJK-A
䊆,臼米,RPmj,CJK-A
䊇,米甫,PFum,CJK-A
䊈,米竹母,PQBm,CJK-A
䊉,米宀木,POFv,CJK-A
䊊,米尸毛,PBRm,CJK-A
䊋,米爿士,PXHh,CJK-A
䊌,米广匕匕,PURR,CJK-A
䊍,禾月丿米,RWQP,CJK-A
䊎,米丷夫乙,PUGV,CJK-A
䊏,米火火,PUUo,CJK-A
䊐,米日匕匕,PJRR,CJK-A
䊑,米尚,PNsm,CJK-A
䊒,米隹,PWim,CJK-A
䊓,米日一龰,PJFN,CJK-A
䊔,米艹冂大,PSKG,CJK-A
䊕,米彐扌廴,PXAX,CJK-A
䊖,米十冂十,PDKD,CJK-A
䊗,米白王,PEGv,CJK-A
䊘,米由月,PKWv,CJK-A
䊙,石一艹米,DFSP,CJK-A
䊚,米𠂤辶,PYPo,CJK-A
䊛,米乂木殳,PWFQ,CJK-A
䊜,米車寸,PGAc,CJK-A
䊝,米丿米心,PQPY,CJK-A
䊞,米亠丷古,POUD,CJK-A
䊟,米艹一入,PSFR,CJK-A
䊠,彐厶匚米,XVGP,CJK-A
䊡,米日罒又,PJMB,CJK-A
䊢,爿月寸米,XWAP,CJK-A
䊣,米艹由八,PSKT,CJK-A
䊤,米西早,PDJo,CJK-A
䊥,米彐十爿,PXDX,CJK-A
䊦,米士冖丷,PHYU,CJK-A
䊧,米弓八貝,PVTM,CJK-A
䊨,亡口月几,ULWQ,CJK-A
䊩,米丿米田,PQPJ,CJK-A
䊪,米艹禺,PSKy,CJK-A
䊫,米罒非,PMLi,CJK-A
䊬,禾日木米,RJFP,CJK-A
䊭,米士乙寸,PHVA,CJK-A
䊮,米羽隹,PXWi,CJK-A
䊯,米广艹八,PUST,CJK-A
䊰,米言土日,PUHJ,CJK-A
䊱,米人人一,PTTF,CJK-A
䊲,西米立生,DPIW,CJK-A
䊳,米麻非,PPLi,CJK-A
䊴,米竹僉,PQRn,CJK-A
䊵,糸九,BYj,CJK-A
䊶,糸也,BCy,CJK-A
䊷,糸{于下}丿,BAQp,CJK-A
䊸,糸一丂,BFSo,CJK-A
䊹,糸千,BWq,CJK-A
䊺,糸二母,BSBm,CJK-A
䊻,糸欠,BEq,CJK-A
䊼,糸止,BNi,CJK-A
䊽,糸乙大,BVGd,CJK-A
䊾,糸木,BFv,CJK-A
䊿,糸夫,BGu,CJK-A
䋀,户糸,OBvh,CJK-A
䋁,糸亠几,BOQj,CJK-A
䋂,糸乂乂,BWWa,CJK-A
䋃,糸毛,BRm,CJK-A
䋄,糸冂乂,BKWa,CJK-A
䋅,糸牛,BWn,CJK-A
䋆,糸户,BOh,CJK-A
䋇,糸尸丶,BBOd,CJK-A
䋈,女又糸,CBBv,CJK-A
䋉,糸穴,BPu,CJK-A
䋊,糸一止,BFNi,CJK-A
䋋,糸巳七,BXAi,CJK-A
䋌,糸匚又,BGBu,CJK-A
䋍,糸丁口,BALv,CJK-A
䋎,糸日一,BJFi,CJK-A
䋏,糸竹卜,BQMo,CJK-A
䋐,糸戈乚,BGXi,CJK-A
䋑,糸一冂人,BFKT,CJK-A
䋒,糸矛,BXo,CJK-A
䋓,糸冖彐,BYXv,CJK-A
䋔,糸不一,BDFi,CJK-A
䋕,亻壬糸,EEBv,CJK-A
䋖,糸彐扌,BXAv,CJK-A
䋗,糸臣,BSc,CJK-A
䋘,糸一未,BFHe,CJK-A
䋙,糸耳,BAr,CJK-A
䋚,糸羽,BXu,CJK-A
䋛,糸米,BPm,CJK-A
䋜,户又糸,OBBv,CJK-A
䋝,糸氵女,BICv,CJK-A
䋞,糸冂乂乂,BKWW,CJK-A
䋟,糸己心,BBYv,CJK-A
䋠,糸甫,BFu,CJK-A
䋡,糸人一木,BTFF,CJK-A
䋢,扌斤糸,AEBv,CJK-A
䋣,竹母糸,QBBv,CJK-A
䋤,龶糸月丶,HBWO,CJK-A
䋥,糸甲二,BKSr,CJK-A
䋦,糸竹母,BQBm,CJK-A
䋧,糸尸古,BBDg,CJK-A
䋨,糸立口,BILv,CJK-A
䋩,糸臼儿,BRQr,CJK-A
䋪,糸阝丁口,BCAL,CJK-A
䋫,糸冖彐乙,BYXV,CJK-A
䋬,糸一大丶,BFGO,CJK-A
䋭,糸亠厶月,BOVW,CJK-A
䋮,糸金,BRv,CJK-A
䋯,户戈糸,OGBv,CJK-A
䋰,且八糸,MTBv,CJK-A
䋱,糸來,BDl,CJK-A
䋲,糸口电,BLKd,CJK-A
䋳,糸丬匕月,BURW,CJK-A
䋴,糸矛木,BXFv,CJK-A
䋵,糸日月乚,BJWX,CJK-A
䋶,糸石貝,BDMi,CJK-A
䋷,矛夂糸,XEBv,CJK-A
䋸,糸斤十目,BEDM,CJK-A
䋹,糸一口田,BFLJ,CJK-A
䋺,糸禾火,BRUo,CJK-A
䋻,糸十冂十,BDKD,CJK-A
䋼,糸乃又皿,BVBM,CJK-A
䋽,糸土土寸,BHHA,CJK-A
䋾,糸大夕夕,BGRR,CJK-A
䋿,糸田匚,BJGf,CJK-A
䌀,糸禾二十,BRSD,CJK-A
䌁,糸西女,BDCv,CJK-A
䌂,糸尸至,BBHk,CJK-A
䌃,糸小月刂,BMWM,CJK-A
䌄,糸一冂攴,BFKK,CJK-A
䌅,糸广又古,BUBD,CJK-A
䌆,糸鬼,BWu,CJK-A
䌇,糸十冖糸,BDYB,CJK-A
䌈,糸日羽,BJXu,CJK-A
䌉,糸罒一止,BMFN,CJK-A
䌊,糸爪缶,BEWo,CJK-A
䌋,糸艹合,BSYe,CJK-A
䌌,糸羽白,BXEb,CJK-A
䌍,糸革二,BGSr,CJK-A
䌎,田夂口糸,JELB,CJK-A
䌏,糸宀心山,BOYJ,CJK-A
䌐,糸爪見,BEMk,CJK-A
䌑,糸臣又土,BSBH,CJK-A
䌒,糸鹿,BIl,CJK-A
䌓,竹母殳糸,QBQB,CJK-A
䌔,糸匚口口,BGLL,CJK-A
䌕,糸麻,BPa,CJK-A
䌖,糸隹木,BWFv,CJK-A
䌗,糸竹艹灬,BQSU,CJK-A
䌘,丷巾八糸,UMTB,CJK-A
䌙,糸艹由八,BSKT,CJK-A
䌚,糸西米,BDPm,CJK-A
䌛,月言丿糸,WUQB,CJK-A
䌜,糸〢丷未,BNUH,CJK-A
䌝,糸木木示,BFFH,CJK-A
䌞,糸僉,BRn,CJK-A
䌟,糸尸口辛,BBLO,CJK-A
䌠,戊一口糸,DFLB,CJK-A
䌡,糸冂艹丷,BKSU,CJK-A
䌢,糸雨人又,BDTB,CJK-A
䌣,糸竹宀又,BQOB,CJK-A
䌤,糸爾,BFe,CJK-A
䌥,糸爪工心,BEFY,CJK-A
䌦,糸羽隹,BXWi,CJK-A
䌧,糸士乙寸,BHVA,CJK-A
䌨,糸艹月示,BSWH,CJK-A
䌩,糸艹罒丶,BSMO,CJK-A
䌪,糸門冖臼,BKYR,CJK-A
䌫,糸臣竹見,BSQM,CJK-A
䌬,糸立月卜,BIWM,CJK-A
䌭,糸艹隹灬,BSWU,CJK-A
䌮,糸雨木目,BDFM,CJK-A
䌯,糸艹口隹,BSLW,CJK-A
䌰,糸耳耳耳,BAAA,CJK-A
䌱,糸亡立,BUIi,CJK-A
䌲,糸艹千黑,BSWN,CJK-A
䌳,糸爾王丶,BFGO,CJK-A
䌴,糸亡羊,BUUg,CJK-A
䌵,糸尸水虫,BBKK,CJK-A
䌶,纟{于下}丿,VAQp,CJK-A
䌸,纟二乚丶,VSXO,CJK-A
䌹,纟冂口,VKLv,CJK-A
䌺,纟耳,VArs,CJK-A
䌻,纟羽,VXus,CJK-A
䌼,纟丷口儿,VULQ,CJK-A
䌽,纟爪木,VEFv,CJK-A
䌾,纟十冂十,VDKD,CJK-A
䌿,纟一口田,VFLJ,CJK-A
䍀,纟〢竹皿,VNQM,CJK-A
䍁,纟丷豕辶,VUDP,CJK-A
䍂,缶一{于下},WFAu,CJK-A
䍃,爪缶,EWok,CJK-A
䍄,缶卜口,WMLv,CJK-A
䍅,缶人丶又,WTOB,CJK-A
䍆,缶宀丁,WOAn,CJK-A
䍇,缶丿之,WQOk,CJK-A
䍈,缶干丷,WHUa,CJK-A
䍉,缶口八,WLTb,CJK-A
䍊,缶亠八乂,WOTW,CJK-A
䍋,缶壬艹,WESv,CJK-A
䍌,缶立口,WILv,CJK-A
䍍,士一缶,HFWo,CJK-A
䍎,缶艹鹿灬,WSIU,CJK-A
䍏,冂〢一,KNFi,CJK-A
䍐,罒干,MHgw,CJK-A
䍑,冂乂乂干,KWWH,CJK-A
䍒,罒木,MFvw,CJK-A
䍓,罒牙,MHyw,CJK-A
䍔,罒𠂇厶,MSVv,CJK-A
䍕,罒卯七丶,MTAO,CJK-A
䍖,罒月巳,MWXs,CJK-A
䍗,罒亠幺,MOCo,CJK-A
䍘,罒米,MPmw,CJK-A
䍙,罒竹母,MQBm,CJK-A
䍚,罒丶艮,MOVn,CJK-A
䍛,罒囗古,MNDg,CJK-A
䍜,罒隹,MWiw,CJK-A
䍝,罒水日,MKJv,CJK-A
䍞,冂乂乂一,KWWF,CJK-A
䍟,罒乂屮夂,MWXE,CJK-A
䍠,罒文屮厶,MPXV,CJK-A
䍡,罒鹿,MIlw,CJK-A
䍢,罒竹艹灬,MQSU,CJK-A
䍣,罒雨田,MDJi,CJK-A
䍤,罒亠丷二,MOUS,CJK-A
䍥,罒厂禾止,MSRN,CJK-A
䍦,罒文屮隹,MPXW,CJK-A
䍧,牛羊,WUgn,CJK-A
䍨,羊一巾,UFMj,CJK-A
䍩,羊夂,UEhg,CJK-A
䍪,羊末,UHog,CJK-A
䍫,羊宀匕,UORi,CJK-A
䍬,羊干丷,UHUa,CJK-A
䍭,羊母,UBmg,CJK-A
䍮,羊儿二二,UQSS,CJK-A
䍯,羊冖厂乙,UYSV,CJK-A
䍰,羊囗大,UNGd,CJK-A
䍱,羊人一木,UTFF,CJK-A
䍲,羊臼儿,URQr,CJK-A
䍳,羊又又又,UBBB,CJK-A
䍴,羊禾女,URCv,CJK-A
䍵,羊冖彐乙,UYXV,CJK-A
䍶,羊木日,UFJv,CJK-A
䍷,羊韋,UCig,CJK-A
䍸,羊甫寸,UFAc,CJK-A
䍹,羊自犬,UTSa,CJK-A
䍺,羊口口心,ULLY,CJK-A
䍻,羊巳巳八,UXXT,CJK-A
䍼,羊匚儿日,UGQJ,CJK-A
䍽,羊厂禾止,USRN,CJK-A
䍾,一艹羽,FSXu,CJK-A
䍿,羽王,XGvu,CJK-A
䎀,羽戈乚,XGXi,CJK-A
䎁,古羽,DXug,CJK-A
䎂,羽月巳,XWXs,CJK-A
䎃,冂土羽,KHXu,CJK-A
䎄,刀口羽,BLXu,CJK-A
䎅,白羽,EXub,CJK-A
䎆,羽人丶又,XTOB,CJK-A
䎇,舟羽,QXuo,CJK-A
䎈,羽电丿,XKQp,CJK-A
䎉,羽戊一,XDFi,CJK-A
䎊,夂口羽,ELXu,CJK-A
䎋,牛口羽,WLXu,CJK-A
䎌,羽足,XNvu,CJK-A
䎍,羽甫,XFuu,CJK-A
䎎,羽耳乚,XAXi,CJK-A
䎏,人丶乙羽,TOVX,CJK-A
䎐,十早羽,DJXu,CJK-A
䎑,羽彐水,XXKh,CJK-A
䎒,羽戈戈,XGGg,CJK-A
䎓,羽水日,XKJv,CJK-A
䎔,羽甫寸,XFAc,CJK-A
䎕,火火冖羽,UUYX,CJK-A
䎖,丷日丷羽,UJUX,CJK-A
䎗,夭口冂羽,ELKX,CJK-A
䎘,彐十片羽,XDTX,CJK-A
䎙,宀一小羽,OFMX,CJK-A
䎚,羽丰丰心,XDDY,CJK-A
䎛,土匕口,HRLv,CJK-A
䎜,土匕匕土,HRRH,CJK-A
䎝,土匕羽,HRXu,CJK-A
䎞,土日乙,HJVi,CJK-A
䎟,女而,CSe,CJK-A
䎠,九丶而,YOSe,CJK-A
䎡,而火,SUoe,CJK-A
䎢,一未竹乙,FHQV,CJK-A
䎣,一未乚人,FHXT,CJK-A
䎤,一未尸口,FHBL,CJK-A
䎥,一未八口,FHTL,CJK-A
䎦,一未火火,FHUU,CJK-A
䎧,一未立口,FHIL,CJK-A
䎨,一未大电,FHGK,CJK-A
䎩,一未巛田,FHVJ,CJK-A
䎪,一未日寸,FHJA,CJK-A
䎫,一未乂夂,FHWE,CJK-A
䎭,一未牛辶,FHWP,CJK-A
䎮,一未亠古,FHOD,CJK-A
䎯,一未艹夫,FHSG,CJK-A
䎰,一未艹斤,FHSE,CJK-A
䎲,耳乙,AVir,CJK-A
䎳,耳月,AWvr,CJK-A
䎴,耳二八,ASTb,CJK-A
䎵,耳心丿,AYQp,CJK-A
䎶,耳申,AKer,CJK-A
䎷,耳丿未,AQHe,CJK-A
䎸,耳一韋口,AFCL,CJK-A
䎹,丿米耳,QPAr,CJK-A
䎺,耳牛冂刂,AWKM,CJK-A
䎻,耳月土口,AWHL,CJK-A
䎼,耳彐水,AXKh,CJK-A
䎽,耳卯七日,ATAJ,CJK-A
䎾,耳人一冊,ATFN,CJK-A
䎿,耳禾火,ARUo,CJK-A
䏀,耳木口刂,AFLM,CJK-A
䏁,耳宀辛,AOOx,CJK-A
䏂,耳臼丨又,ARMB,CJK-A
䏃,耳冖日八,AYJT,CJK-A
䏄,耳穴至,APHk,CJK-A
䏅,耳月示,AWHs,CJK-A
䏆,耳艹日日,ASJJ,CJK-A
䏇,耳西示,ADHs,CJK-A
䏈,耳糸糸,ABBv,CJK-A
䏉,耳日幺灬,AJCU,CJK-A
䏊,耳立月卜,AIWM,CJK-A
䏋,彐小心巳,XMYX,CJK-A
䏌,八月,TWvb,CJK-A
䏍,厶月,VWv,CJK-A
䏎,月凡,WQn,CJK-A
䏏,月一{于下},WFAu,CJK-A
䏐,月乙大,WVGd,CJK-A
䏑,月冂人人,WKTT,CJK-A
䏒,月片,WTp,CJK-A
䏓,月一兀,WFHw,CJK-A
䏔,月又十,WBDh,CJK-A
䏕,月壬,WEn,CJK-A
䏖,月弓丨,WVMs,CJK-A
䏗,月气,WQq,CJK-A
䏘,月兀乚,WHXi,CJK-A
䏙,月冖儿,WYQr,CJK-A
䏚,月小丿,WMQp,CJK-A
䏛,月月二,WWSr,CJK-A
䏜,月乃丶,WVOd,CJK-A
䏞,月末,WHo,CJK-A
䏟,月心丿,WYQp,CJK-A
䏠,月立,WIi,CJK-A
䏡,月示,WHs,CJK-A
䏢,月皮,WVp,CJK-A
䏣,月且,WMq,CJK-A
䏤,月乙一口,WVFL,CJK-A
䏥,月冂土,WKHv,CJK-A
䏦,月舌,WRe,CJK-A
䏧,月夕夕,WRRk,CJK-A
䏨,月𠂤,WYi,CJK-A
䏩,月合,WYe,CJK-A
䏪,月耳,WAr,CJK-A
䏫,月亻木,WEFv,CJK-A
䏬,月厶牛,WVWn,CJK-A
䏭,月丿未,WQHe,CJK-A
䏮,月力二二,WXSS,CJK-A
䏯,月士心,WHYv,CJK-A
䏰,月刀丶心,WBOY,CJK-A
䏱,月尸乙口,WBVL,CJK-A
䏲,月丷弓丿,WUVQ,CJK-A
䏳,月扌斤,WAEi,CJK-A
䏴,月小月,WMWv,CJK-A
䏵,月尤彡,WDTi,CJK-A
䏶,月匕匕土,WRRH,CJK-A
䏷,月日干,WJHg,CJK-A
䏸,月一韋口,WFCL,CJK-A
䏹,月見,WMk,CJK-A
䏺,月夂丰,WEDn,CJK-A
䏻,厶月土厶,VWHV,CJK-A
䏼,月戈戈,WGGg,CJK-A
䏽,月立口,WILv,CJK-A
䏾,月𡗗扌,WGAv,CJK-A
䏿,户夂月,OEWv,CJK-A
䐀,月大丁口,WGAL,CJK-A
䐁,月豕丶,WDOd,CJK-A
䐂,月彐水,WXKh,CJK-A
䐃,月囗禾,WNRh,CJK-A
䐄,月冖臼,WYRj,CJK-A
䐅,月尸矢,WBQi,CJK-A
䐆,月爪木,WEFv,CJK-A
䐇,月月彡日,WWTJ,CJK-A
䐈,月十且,WDMq,CJK-A
䐉,月巛田,WVJi,CJK-A
䐊,月日匕匕,WJRR,CJK-A
䐋,月八厶心,WTVY,CJK-A
䐌,冂艹八月,KSTW,CJK-A
䐍,月士口丷,WHLU,CJK-A
䐎,月日一龰,WJFN,CJK-A
䐏,月𡗗日,WGJv,CJK-A
䐐,月禾火,WRUo,CJK-A
䐑,月世木,WHFv,CJK-A
䐒,月大夕夕,WGRR,CJK-A
䐓,月石貝,WDMi,CJK-A
䐔,月户冊,WONc,CJK-A
䐕,月口耳,WLAr,CJK-A
䐖,月尸米,WBPm,CJK-A
䐗,月土日,WHJv,CJK-A
䐘,月爪二夂,WESE,CJK-A
䐙,月革,WGe,CJK-A
䐚,月彐厶卩,WXVX,CJK-A
